subgroup,xbar,range,ewma,xbar_lcl,xbar_ucl,r_lcl,r_ucl,ewma_lcl,ewma_ucl,cusum_plus,cusum_minus,cusum_h,xbar_alarm,r_alarm,ewma_alarm,cusum_alarm,lot,scenario
38,495.20004237259246,5.16374566311265,498.065929362333,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062441130875,501.47740145392316,0.0,7.11471271691455,5.0,False,False,True,True,37,wall_drift
39,496.9108684239585,14.55279118967519,497.83491717465813,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.3306243990922,501.4774014661397,0.0,8.517068303959649,5.0,False,False,True,True,38,wall_drift
40,496.45663385721355,6.397438539140865,497.5592605111692,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062439127366,501.47740147395825,0.0,10.208122169145643,5.0,False,False,True,True,39,wall_drift
41,495.4034673338771,4.605148834107183,497.1281018757108,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062438626973,501.4774014789622,0.0,12.568538042735517,5.0,False,False,True,True,40,wall_drift
42,496.0433989038852,6.150319346969468,496.9111612813457,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062438306723,501.4774014821647,0.0,14.522232024345133,5.0,False,False,True,True,41,wall_drift
43,494.26600370594286,8.591343430958602,496.38212976626517,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.3306243810177,501.4774014842142,0.0,17.605586694041385,5.0,True,False,True,True,42,wall_drift
44,495.0479235368177,3.8132515245890772,496.1152885203757,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.3306243797059,501.477401485526,0.0,20.191975863213486,5.0,True,False,True,True,43,wall_drift
45,497.5152190582068,8.829865036322815,496.39527462794194,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.3306243788664,501.4774014863655,0.0,21.210223766091943,5.0,False,False,True,True,44,wall_drift
46,495.6993565140051,5.245531709236957,496.25609100515464,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.3306243783291,501.4774014869028,0.0,23.382581083426132,5.0,False,False,True,True,45,wall_drift
47,494.7575253148942,6.2134681232391245,495.9563778671026,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437798526,501.47740148724665,0.0,26.153538915536544,5.0,True,False,True,True,46,wall_drift
48,494.26230754084554,11.972508269938032,495.61756380185125,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437776516,501.47740148746675,0.0,29.239242760256985,5.0,True,False,True,True,47,wall_drift
49,493.46063610637555,6.642404236178834,495.18617826275613,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437762436,501.47740148760755,0.0,32.834465650224764,5.0,True,False,True,True,48,wall_drift
50,492.6970958558521,6.3337802067587745,494.68836178137536,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.3306243775342,501.4774014876977,0.0,36.91497251405873,5.0,True,False,True,True,49,wall_drift
51,497.6078914131534,9.192656249156585,495.272267707731,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.3306243774765,501.4774014877554,0.0,37.874320563726826,5.0,False,False,True,True,50,wall_drift
52,494.56047124425675,9.176965527082302,495.12990841503614,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437743956,501.47740148779235,0.0,40.77052023135266,5.0,True,False,True,True,51,wall_drift
53,493.3514206278695,3.8385059624449696,494.77421085760284,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.330624377416,501.47740148781594,0.0,44.43515730266945,5.0,True,False,True,True,52,wall_drift
54,494.6022614634621,14.39745760598322,494.7398209787747,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437740085,501.47740148783106,0.0,47.3047963225353,5.0,True,False,True,True,53,wall_drift
55,491.708790431362,9.142185139906758,494.13361486929216,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437739113,501.4774014878408,0.0,52.01344136698424,5.0,True,False,True,True,54,wall_drift
56,492.8605805329,7.435863381298361,493.87900800201373,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437738494,501.477401487847,0.0,55.99004212542347,5.0,True,False,True,True,55,wall_drift
57,491.58888065210215,11.63903061644237,493.4209825320315,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.330624377381,501.4774014878509,0.0,60.77489833771162,5.0,True,False,True,True,56,wall_drift
58,490.8251647587601,5.599564921640535,492.9018189773772,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437737846,501.47740148785346,0.0,66.0451501573325,5.0,True,False,True,True,57,wall_drift
59,495.00788877964703,8.165609475183999,493.3230329378312,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.3306243773768,501.4774014878551,0.0,68.65698425365706,5.0,True,False,True,True,58,wall_drift
60,491.6088785202222,12.897606610451646,492.9802020543095,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.3306243773758,501.4774014878561,0.0,73.42913040265319,5.0,True,False,True,True,59,wall_drift
61,491.00022595155815,6.119155556349483,492.58420683375925,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.3306243773751,501.4774014878568,0.0,78.58811842019873,5.0,True,False,True,True,60,wall_drift
62,490.98770642213947,8.871706895181319,492.2649067514353,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.3306243773747,501.4774014878572,0.0,83.75506348648277,5.0,True,False,True,True,61,wall_drift
63,490.8529931369923,6.943312238518217,491.9825240285468,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.3306243773744,501.4774014878575,0.0,89.00762839835316,5.0,True,False,True,True,62,wall_drift
64,488.40342504024,12.856637402469573,491.2667042308854,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437737425,501.47740148785766,0.0,95.81706754106195,5.0,True,False,True,True,63,wall_drift
65,490.41704575053564,6.599439768749221,491.09677253481544,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437737414,501.4774014878578,0.0,101.34670793120772,5.0,True,False,True,True,64,wall_drift
66,489.9488114708071,7.1081751517668295,490.86718032201384,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.3306243773741,501.47740148785783,0.0,107.17394440985214,5.0,True,False,True,True,65,wall_drift
67,491.1401855089821,14.22640638616349,490.92178135940753,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.330624377374,501.4774014878579,0.0,112.24397820375239,5.0,True,False,True,True,66,wall_drift
68,488.19799173076353,5.9885069324728875,490.37702343367874,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.330624377374,501.4774014878579,0.0,119.18398478245277,5.0,True,False,True,True,67,wall_drift
69,489.4114498300478,13.81871713288956,490.1839087129526,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437737397,501.47740148785795,0.0,125.35275268953487,5.0,True,False,True,True,68,wall_drift
70,488.9442788792214,7.590768972854221,489.9359827462064,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437737397,501.47740148785795,0.0,131.81844086419483,5.0,True,False,True,True,69,wall_drift
71,489.2873675832333,8.54210597101951,489.8062597136118,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437737397,501.47740148785795,0.0,138.06607183812784,5.0,True,False,True,True,70,wall_drift
72,484.805178342507,7.760313019483249,488.8060434393908,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437737397,501.47740148785795,0.0,147.1624519184358,5.0,True,False,True,True,71,wall_drift
73,487.5439197468724,3.7585094064288,488.55361870088717,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437737397,501.47740148785795,0.0,154.51816762487323,5.0,True,False,True,True,72,wall_drift
74,486.944006587309,10.751932431924388,488.23169627817157,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437737397,501.47740148785795,0.0,162.25517068564199,5.0,True,False,True,True,73,wall_drift
75,488.8552202563561,8.048005514134445,488.3564010738085,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437737397,501.47740148785795,0.0,168.7774619305153,5.0,True,False,True,True,74,wall_drift
76,484.66411505759936,8.443481655396852,487.6179438705667,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437737397,501.47740148785795,0.0,177.96349773155268,5.0,True,False,True,True,75,wall_drift
77,487.45598331808804,11.756601241273586,487.585551760071,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437737397,501.47740148785795,0.0,185.3751032742873,5.0,True,False,True,True,76,wall_drift
78,484.70291933890377,8.316028382609431,487.00902527583753,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437737397,501.47740148785795,0.0,194.53647620284153,5.0,True,False,True,True,77,wall_drift
79,486.1562470035844,11.857529046583352,486.83846962138693,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437737397,501.47740148785795,0.0,202.7741563411828,5.0,True,False,True,True,78,wall_drift
80,483.755538242698,9.805564944713979,486.2218833456492,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437737397,501.47740148785795,0.0,212.53765713767493,5.0,True,False,True,True,79,wall_drift
81,483.03413645150806,13.566835623179202,485.584333966821,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437737397,501.47740148785795,0.0,222.75965992897721,5.0,True,False,True,True,80,wall_drift
82,484.3730410077631,7.060544965891211,485.3420753750095,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437737397,501.47740148785795,0.0,232.13069392951624,5.0,True,False,True,True,81,wall_drift
83,486.26422755089726,6.513323955054943,485.526505810187,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437737397,501.47740148785795,0.0,240.29974477285398,5.0,True,False,True,True,82,wall_drift
84,484.5703001424825,4.037506386682537,485.33526467664615,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437737397,501.47740148785795,0.0,249.5454066051119,5.0,True,False,True,True,83,wall_drift
85,481.90089498106516,11.668562416738666,484.64839073752995,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437737397,501.47740148785795,0.0,260.4876647120305,5.0,True,False,True,True,84,wall_drift
86,483.36389191592696,9.69130079986644,484.3914909732094,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437737397,501.47740148785795,0.0,270.50008452186245,5.0,True,False,True,True,85,wall_drift
87,483.7083452827201,9.811948518016038,484.25486183511157,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437737397,501.47740148785795,0.0,280.29357979099814,5.0,True,False,True,True,86,wall_drift
88,482.10759411214394,10.057258259350192,483.8254082905181,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437737397,501.47740148785795,0.0,291.1044659425341,5.0,True,False,True,True,87,wall_drift
89,483.688152123323,7.824430508532259,483.7979570570791,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437737397,501.47740148785795,0.0,300.910795396417,5.0,True,False,True,True,88,wall_drift
90,480.6294067691939,14.528948007875158,483.1642469995021,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437737397,501.47740148785795,0.0,312.6611744265716,5.0,True,False,True,True,89,wall_drift
91,482.51725807512975,4.132143756151095,483.0348492146276,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437737397,501.47740148785795,0.0,323.211690079275,5.0,True,False,True,True,90,wall_drift
92,483.8899149283576,12.638707817528825,483.2058623573737,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437737397,501.47740148785795,0.0,332.8897849630243,5.0,True,False,True,True,91,wall_drift
93,482.93023833133395,7.1750143462560345,483.15073755216577,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437737397,501.47740148785795,0.0,343.1778223773877,5.0,True,False,True,True,92,wall_drift
94,481.30268380279324,3.450888183796337,482.7811268022913,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437737397,501.47740148785795,0.0,354.50028610883487,5.0,True,False,True,True,93,wall_drift
95,478.8588619004886,6.23042658065458,481.99667382193076,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437737397,501.47740148785795,0.0,367.3759719570711,5.0,True,False,True,True,94,wall_drift
96,481.5980326065859,9.738879647977683,481.9169455788618,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437737397,501.47740148785795,0.0,378.51072057974324,5.0,True,False,True,True,95,wall_drift
97,481.924314891442,7.5005774269845915,481.9184194413779,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437737397,501.47740148785795,0.0,389.43809367284956,5.0,True,False,True,True,96,wall_drift
98,478.539603892794,8.21747152017332,481.2426563316611,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437737397,501.47740148785795,0.0,402.5166906244054,5.0,True,False,True,True,97,wall_drift
99,479.6631811938456,9.365751506049435,480.9267613040981,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437737397,501.47740148785795,0.0,414.88117452530486,5.0,True,False,True,True,98,wall_drift
100,479.99829527831224,6.137418656715113,480.74106809894096,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437737397,501.47740148785795,0.0,427.0326696616998,5.0,True,False,True,True,99,wall_drift
1,498.6240094522016,5.82806475707406,499.64801223653313,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.9599797994708,500.84804606576114,0.0,0.313532980235422,5.0,False,False,False,False,0,rf_loss
2,502.33547635490834,9.540895716037141,500.18550506020824,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.6950606454596,501.1129652197723,1.045367426368745,0.0,5.0,False,False,False,False,1,rf_loss
3,498.06120281574675,5.164877525710324,499.760644611316,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.55249505949956,501.25553080573235,0.0,0.6712365078095743,5.0,False,False,False,False,2,rf_loss
4,498.43323277905347,7.580046476804398,499.49516224486354,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.46866526889755,501.33936059633436,0.0,1.1060215923090992,5.0,False,False,False,False,3,rf_loss
5,501.82924437927903,10.011102689651466,499.9619786717467,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.417493096707,501.3905327685249,0.7236211076080625,0.0,5.0,False,False,False,False,4,rf_loss
6,502.7484206796359,6.0649792826802695,500.51926707332456,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.3856477134054,501.42237815182654,2.031443935315382,0.0,5.0,False,False,False,False,5,rf_loss
7,499.68801007119,6.507198677775364,500.35301567289764,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.36561258245433,501.4424132827776,1.3941587995449918,0.0,5.0,False,False,False,False,6,rf_loss
8,501.5191898814643,2.9680318328378803,500.586250514611,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.3529259059158,501.4550999593161,1.92071828700732,0.0,5.0,False,False,False,False,7,rf_loss
9,500.20426368761963,4.63428426767598,500.50985314921274,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.3448606072512,501.46316525798073,1.6115489333872866,0.0,5.0,False,False,False,False,8,rf_loss
10,498.60037806744856,4.764682457017784,500.12795813285993,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33972063907305,501.46830522615886,0.2829965323773027,0.32855240100998384,5.0,False,False,False,False,9,rf_loss
11,498.4378069645689,7.23243514799168,499.78992789920176,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.3364399041914,501.4715859610405,0.0,0.7604302662468645,5.0,False,False,False,False,10,rf_loss
12,498.40450559140265,7.211050969438816,499.51284343764195,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.3343438324167,501.4736820328152,0.0,1.2134735156193357,5.0,False,False,False,False,11,rf_loss
13,502.01174539794226,12.163601539944978,500.0126238297021,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33300381414693,501.475022051085,0.8396134465984526,0.0,5.0,False,False,False,False,12,rf_loss
14,499.17080922858185,6.645037459479795,499.84426090947807,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33214680196863,501.4758790632633,0.0,0.0,5.0,False,False,False,False,13,rf_loss
15,502.2272726824817,10.187397227703968,500.3208632640788,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33159855930694,501.476427305925,0.9765963195330476,0.0,5.0,False,False,False,False,14,rf_loss
16,500.9358127643624,5.8595796577884585,500.4438531641356,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33124778429766,501.47677808093425,1.1323782802628708,0.0,5.0,False,False,False,False,15,rf_loss
17,499.55731774415244,9.891619221147664,500.266546080139,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.3310233293428,501.4770025358891,0.4120289029215649,0.0,5.0,False,False,False,False,16,rf_loss
18,499.91521806455984,6.612652109850217,500.19628047702315,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.3308796949786,501.4771461702533,0.0,0.0,5.0,False,False,False,False,17,rf_loss
19,498.61148783816844,8.524900641955014,499.87932194925224,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.3307877758676,501.47723808936433,0.0,0.3214913538942732,5.0,False,False,False,False,18,rf_loss
20,498.5877002553242,10.338428798633743,499.6209976104667,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.3307289504549,501.477296914777,0.0,0.6581014035264792,5.0,False,False,False,False,19,rf_loss
21,501.411257507311,7.561212613498753,499.9790495898356,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.330691303345,501.4773345618869,0.45796080991781174,0.0,5.0,False,False,False,False,20,rf_loss
22,500.8436175598258,8.068260923046466,500.1519631838337,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33066720966747,501.47735865556444,0.5551461803588316,0.0,5.0,False,False,False,False,21,rf_loss
23,501.8749614740318,6.366354866742029,500.49656284187336,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.3306517899075,501.4773740753244,1.3078237436023823,0.0,5.0,False,False,False,False,22,rf_loss
24,499.1284839262149,7.950334563999036,500.2229470587417,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.3306419213404,501.47738394389154,0.3149200652215881,0.0,5.0,False,False,False,False,23,rf_loss
25,499.3515168976022,7.819051084237458,500.04866102651386,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33063560548993,501.477390259742,0.0,0.0,5.0,False,False,False,False,24,rf_loss
26,497.45454405309374,8.636963078048723,499.5298376318299,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33063156335896,501.47739430187295,0.0,1.0568111712528965,5.0,False,False,False,False,25,rf_loss
27,498.8411706324209,2.6871315589221467,499.3921042319481,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.3306289764006,501.4773968888313,0.0,1.2323228219853182,5.0,False,False,False,False,26,rf_loss
28,503.35915526131737,7.043792340765322,500.185514437822,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062732074944,501.47739854448247,1.6959879631703334,0.0,5.0,False,False,False,False,27,rf_loss
29,500.5106196449904,4.729741783891825,500.2505354792557,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.3306262611336,501.4773996040983,1.581529544970611,0.0,5.0,False,False,False,False,28,rf_loss
30,500.6724464299952,7.409109696127416,500.33491766940364,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.3306255829799,501.477400282252,1.5699235242067529,0.0,5.0,False,False,False,False,29,rf_loss
31,458.174753675053,6.810379348154015,491.9028848705335,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062514896164,501.47740071627027,0.0,26.0219033903195,5.0,True,False,True,True,30,rf_loss
32,459.78363583171887,5.854351497030393,485.4790350627706,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062487119,501.4774009940419,0.0,51.021248079989,5.0,True,False,True,True,31,rf_loss
33,457.3049254404335,7.517601421053314,479.84421313830325,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.3306246934162,501.4774011718157,0.0,77.5959889952298,5.0,True,False,True,True,32,rf_loss
34,458.7099897374619,4.425638201710285,475.617368458135,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.330624579641,501.47740128559093,0.0,103.27771191288369,5.0,True,False,True,True,33,rf_loss
35,458.9120992609684,9.003765833918749,472.2763146187017,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062450682485,501.47740135840706,0.0,128.83097989622837,5.0,True,False,True,True,34,rf_loss
36,461.6429153820175,10.978984791421965,470.1496347713649,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.3306244602225,501.4774014050094,0.0,152.6486205852528,5.0,True,False,True,True,35,rf_loss
37,461.78513351571354,12.76958258639587,468.47673452023463,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062443039705,501.47740143483486,0.0,176.37587156524938,5.0,True,False,True,True,36,rf_loss
38,457.79168292600707,5.16374566311265,466.3397242013891,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062441130875,501.47740145392316,0.0,202.64124358114753,5.0,True,False,True,True,37,rf_loss
39,459.80098287672627,14.55279118967519,465.0319759364566,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.3306243990922,501.4774014661397,0.0,227.62956299358999,5.0,True,False,True,True,38,rf_loss
40,459.6450431787092,6.397438539140865,463.9545893849072,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062439127366,501.47740147395825,0.0,252.71699314221868,5.0,True,False,True,True,39,rf_loss
41,458.88999260086183,4.605148834107183,462.94167002809814,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062438626973,501.4774014789622,0.0,278.2843114757028,5.0,True,False,True,True,40,rf_loss
42,459.8278613004419,6.150319346969468,462.3189082825669,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062438306723,501.4774014821647,0.0,303.25554774385387,5.0,True,False,True,True,41,rf_loss
43,458.3482245234118,8.591343430958602,461.5247715307359,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.3306243810177,501.4774014842142,0.0,329.16719810876475,5.0,True,False,True,True,42,rf_loss
44,459.4277241737319,3.8132515245890772,461.1053620593351,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.3306243797059,501.477401485526,0.0,354.3927498957219,5.0,True,False,True,True,43,rf_loss
45,462.1924210202284,8.829865036322815,461.3227738515138,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.3306243788664,501.4774014863655,0.0,377.8611407847652,5.0,True,False,True,True,44,rf_loss
46,460.6737814138604,5.245531709236957,461.1929753639831,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.3306243783291,501.4774014869028,0.0,402.2947348344063,5.0,True,False,True,True,45,rf_loss
47,460.02899487231014,6.2134681232391245,460.96017926564855,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437798526,501.47740148724665,0.0,427.1381364547216,5.0,True,False,True,True,46,rf_loss
48,459.83064358248487,11.972508269938032,460.73427212901584,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437776516,501.47740148746675,0.0,452.1076043853353,5.0,True,False,True,True,47,rf_loss
49,459.325660565773,6.642404236178834,460.4525498163673,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437762436,501.47740148760755,0.0,477.39802483275076,5.0,True,False,True,True,48,rf_loss
50,458.8586307733502,6.3337802067587745,460.1337660077639,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.3306243775342,501.4774014876977,0.0,502.98527583156863,5.0,True,False,True,True,49,rf_loss
51,464.0657589358386,9.192656249156585,460.92016459337884,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.3306243774765,501.4774014877554,0.0,525.2630276318955,5.0,True,False,True,True,50,rf_loss
52,461.314493625895,9.176965527082302,460.9990303998821,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437743956,501.47740148779235,0.0,549.2894036361911,5.0,True,False,True,True,51,rf_loss
53,460.4014202288428,3.8385059624449696,460.87950836567427,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.330624377416,501.47740148781594,0.0,573.8961025327628,5.0,True,False,True,True,52,rf_loss
54,461.9480607507041,14.39745760598322,461.09321884268024,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437740085,501.47740148783106,0.0,597.5198017013219,5.0,True,False,True,True,53,rf_loss
55,459.350211978294,9.142185139906758,460.744617469803,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437739113,501.4774014878408,0.0,622.7946179850746,5.0,True,False,True,True,54,rf_loss
56,460.7974470193678,7.435863381298361,460.755183379716,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437738494,501.477401487847,0.0,647.1496137729606,5.0,True,False,True,True,55,rf_loss
57,459.8210148643114,11.63903061644237,460.5683496766351,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.330624377381,501.4774014878509,0.0,672.1252014367715,5.0,True,False,True,True,56,rf_loss
58,459.3523895892129,5.599564921640535,460.3251576591507,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437737846,501.47740148785346,0.0,697.3986336943651,5.0,True,False,True,True,57,rf_loss
59,463.8300272270782,8.165609475183999,461.02613157273623,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.3306243773768,501.4774014878551,0.0,719.8262097119682,5.0,True,False,True,True,58,rf_loss
60,460.7257536895353,12.897606610451646,460.96605599609603,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.3306243773758,501.4774014878561,0.0,744.2267716949264,5.0,True,False,True,True,59,rf_loss
61,460.41166105376203,6.119155556349483,460.8551770076292,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.3306243773751,501.4774014878568,0.0,768.8269618210579,5.0,True,False,True,True,60,rf_loss
62,460.69352477428464,8.871706895181319,460.82284656096033,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.3306243773747,501.4774014878572,0.0,793.2480075650955,5.0,True,False,True,True,61,rf_loss
63,460.8530181621071,6.943312238518217,460.8288808811897,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.3306243773744,501.4774014878575,0.0,817.567683951074,5.0,True,False,True,True,62,rf_loss
64,458.69748026726745,12.856637402469573,460.4026007584053,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437737425,501.47740148785766,0.0,843.2573575241161,5.0,True,False,True,True,63,rf_loss
65,461.00495481426924,6.599439768749221,460.5230715695781,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437737414,501.4774014878578,0.0,867.4804673934157,5.0,True,False,True,True,64,rf_loss
66,460.8303981118279,7.1081751517668295,460.58453687802813,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.3306243773741,501.47740148785783,0.0,891.8145204253941,5.0,True,False,True,True,65,rf_loss
67,462.31527357359545,14.22640638616349,460.9306842171416,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.330624377374,501.4774014878579,0.0,915.2048298049732,5.0,True,False,True,True,66,rf_loss
68,459.66640517093464,5.9885069324728875,460.6778284079003,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.330624377374,501.4774014878579,0.0,940.2786828927073,5.0,True,False,True,True,67,rf_loss
69,461.17301270333945,13.81871713288956,460.7768652669881,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437737397,501.47740148785795,0.0,964.3949800560733,5.0,True,False,True,True,68,rf_loss
70,460.99881534873003,7.590768972854221,460.82125528333654,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437737397,501.47740148785795,0.0,988.6219919910889,5.0,True,False,True,True,69,rf_loss
71,461.63470191752606,8.54210597101951,460.9839446101745,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437737397,501.47740148785795,0.0,1012.4448529192362,5.0,True,False,True,True,70,rf_loss
72,457.445134915558,7.760313019483249,460.2761826712512,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437737397,501.47740148785795,0.0,1038.9304807704107,5.0,True,False,True,True,71,rf_loss
73,460.4763230379998,3.7585094064288,460.31621074460094,495.18222462381755,504.62580124141436,0.0,17.29958489566703,498.33062437737397,501.47740148785795,0.0,1063.4895736202068,5.0,True,False,True,True,72,rf_loss
